Judul,Sinopsis,Genre
Truly Yours ,"Namanya Aleva. Nggak suka dandan dan nggak bisa masak juga. Jutek dan hobi menonton film thriller tapi anehnya, selalu parno kalau ditinggal sendirian terlalu lama di apartemennya. Daripada perasaannya terus-terusan nggak tenang, jemarinya langsung mencari nomor satu orang spesifik di handphone. Yang selalu siap sedia untuk dijadikan tempat bersandar. Yang keberadaannya senyaman selimut hangat. Orang itu... Reggy Rahadian. Namanya Reggy. Selama enam tahun, Reggy selalu jadi pendengar yang baik untuk semua curhatan dan keluh kesah Alev. Selama enam tahun itu juga Reggy menyimpan rahasia klise: dia jatuh cinta diam-diam pada adik sahabatnya. Kau tak bisa menyangkal, ada kenikmatan tersendiri mencintai seseorang yang belum tentu akan balas mencintaimu. Mungkin kau pernah melakukan sesuatu supaya dia menyadari perasaanmu mungkin juga tidak. Tak ada bedanya juga. Toh di dalam mimpi-mimpimu dia sudah jadi milikmu. Itu sebabnya kau selalu betah berada di sisinya. Menjaganya, jadi sandaran baginya... hingga suatu saat kau tak bisa menyangkal jeritan hatimu sendiri. Ternyata, bermimpi saja tak akan pernah cukup ...",Romance
Cinta Yang Meragu,"Setelah aku yakin kamu bisa mencintai semua kekuranganku, berarti aku sudah tidak perlu takut apapun. Aku tidak perlu takut kamu akn berpaling sama orang lain saat aku berubah menjadi tua, keriput dan penuh uban. Aku tahu mencintai kekurangan orang lain itu lebih sulit ketimbang mengagumi segala kelebihannya. Tapi aku percaya itu adalah mantra terhebat yang pernah ada. Aku berharap setelah pelukan ini, masih ada ribuan pelukan buat kita. Setelah ini akan ada kisah panjang untuk kita lewati bersama. Aku berharap, kamu adalah yang pertama dan terakhir dalam hidup aku.",Romance
Voice In My Head,"Tessa Goh bermimpi untuk menjadi seorang penulis. Hanya saja, persaingan menjadi seorang penulis bukanlah hal yang mudah. Dia harus cukup bersyukur untuk menjadi seorang resepsionis di sebuah klinik kecantikan, melayani wanita-wanita kelas atas di Bangsar. Bos yang baik, kolega yang hebat, klien yang menarik. Apalagi yang bisa dia minta? Ah, mungkin dia bisa meminta seorang pemuda tampan, kaya, dan cerdas sebagai seorang kekasih. Aran Shankar memenuhi semua kriteria itu. Hanya saja, ada masalah yang berkecamuk di dalam kepalanya. Tessa mulai mendengar pikiran-pikiran orang lain, termasuk ibu Aran. Hal-hal yang jahat dan kejam. Hanya saja, apakah itu benar-benar pikiran sang ibu, atau itu hanya suara di dalam kepalanya saja?",Romance
Double A,"Anna terjebak di tengah-tengah saat berita tentang Tiara, sahabatnya, sedang pacaran tersebar di seantero sekolah. Anna diminta oleh Tiara untuk pura-pura pacaran dengan Adrian, pacarnya. Alasannya, karena Bu Rahma, ibu Tiara sekaligus guru di sekolah mereka, melarang Tiara pacaran. Meski enggan,akhirnya Anna menyanggupi meskipun dia menilai Adrian itu bukan cowok baik-baik. Baru mengiakan, Anna sendiri ketimpa musibah. Karena pekerjaan, ayah Anna diharuskan pindah ke kota lain sehingga Anna dititipkan ke sahabat ayahnya. Sialnya, anak dari sahabat ayahnya adalah Adrian. Anna dan Adrian akan tinggal serumah!",Romance
Cinta tak kan Salah,"Aku sudah mengukir namamu bersebelahan dengan namaku. Namun apa daya, dia hadir saat aku benar-benar telah kehilanganmu. Cinta yang aku tunggu sekian lama bersua dengannya membuatku tertawa bahagia. Berada di dekatnya membuat aku merasakan atmosfer yang luar biasa indahnya. Adakah dia yang menjadi labuhan hatiku? Sementara di sini... Di bilik hati yang lainnya, namamu masih terpatri dengan jelas. Cinta... tak pernah mau tahu kepada siapa ia berlabuh. Entah kepada aku, kau ataupun dia. Yang aku tahu, aku adalah tulang rusuk dari salah satu Adam yang Tuhan tunjuk untuk saling berbagi. Aku percaya, akan ada orang yang tepat mendampingiku. Karena cinta tak'kan salah",Romance
Stay With Me,"Dia cantik, dengan jilbabnya yang selalu menutupi auratnya. Dia sangat baik, penyayang, dan sikapnya lembut padaku. Tapi sayangnya aku mengabaikannya, bahkan aku tidak mencintainya.  Farhan. Aku tau dia tidak menyukaiku sejak awal, bahkan selalu mempermainkanku dengan sikap angkuhnya. Entah mengapa hati dan pikiranku tidak sejalan. Pikiranku berkata bahwa dia pria yang suka berkata kasar. Arogan. Dan tidak menghargaiku jika aku berada di dekatnya. Tetapi hatiku, aku mencintainya. Sangat. = Aisyah. Semua berawal ketika ayah Farhan memutuskan untuk menikahkan putranya dengan Aisyah, wanita yang betul-betul tidak dicintai putranya itu sama sekali. Dengan terpaksa, Farhan pun menuruti perintah ayahnya atas kebodohan dirinya melalui ancamannya sendiri kepada Aisyah yang tak sengaja didengar ayahnya dan berpikir bahwa Farhan telah meniduri Aisyah. Inilah kisahku. Bagaimana jika seorang wanita sepertiku sekaligus seorang istri berjuang untuk memperoleh sebuah cinta dari seorang suami yang benar-benar menyakitiku hingga aku...melakukan sebuah pengorbanan besar terhadapnya dan nyaris membuatku kehilangan nyawa. Aku bahkan sangat ikhlas melakukannya. Karena aku...tidak ingin membuat suami tercintaku itu terluka oleh hal apapun hingga pada akhirnya...Sebuah perjuangan cinta sejati yang sesungguhnya pun dimulai.",Romance
Stockholm Love: Pusaran Cinta Diantara Pria Bersenjata,"Antara sindrom dan cinta, bukankah keduanya sama-sama tak ingin kehilangan? Song Hye-Kyo memaksakan menanam kalimat itu dalam hati, padahal ia ragu. la tak pernah bermimpi berada dalam situasi serumit itu. Sedari remaja, semenjak kehidupannya hancur, episode hari-harinya terasa berat. la menjalani hidup yang tak mudah, demi menjadi tulang punggung keluarga. Sebagai seorang gadis, ia masih mendambakan kisah cinta yang bahagia, meski nyaris tak memiliki waktu untuk memikirkan cinta. Namun karena cinta lah, hidupnya menjadi kian berantakan. Kisah cinta yang membawa gadis itu pada ambang kematian. Semua berawal dari kematian Direktur Lee, pria paruh baya yang sama sekali tak dikenal Hye-Kyo. Pembunuhan bermodus kecelakaan lalu lintas, yang justru mengenalkannya pada pria tampan bernama Song Joong-Ki. Beragam liku kisah cinta dan penderitaan yang menimpa Hye-Kyo, seolah semua akibat mengenal Joong-Ki. Ironis, Ji Chang-Wook -pria asingyangseharusnyamembunuhnya- justru membuat gadis itu terjerat sindrom aneh, dan sebuah pilihan mengharuskannya memilih antara kedua pria itu. Siapakah pelaku kejahatan sempurna yang menewaskan Direktur Lee? Dan... siapakah pria yang berhak memiliki seluruh hati Song Hye-Kyo?",Romance
Ikunenmo: Bertahun-tahun Rasaku Bersamamu,"Ho-Kun..., jangan lagi kau khawatir padaku. Aku bisa tanpa bantuan Aikawa. Karena aku punya banyak teman. Aku gadis pintar sekarang. Jadi, maaf aku memecat Aikarwa sebagai pelindungku meski ia bertugas untukmu. Karena dirimu aku mampu mengubah semuanya. Terima kasih atas cintamu, Ho-Kun. Belum ada yang bisa menggantikanmu...Terkadang, cinta itu membutuhkan pengorbanan. Kau berkorban untukku, dan aku pun berkorban untukmu. Semoga aku dapat merasakan cinta yang tak kalah indah. Tapi entah, mungkin butuh bertahun-tahun lagi untuk bisa melupakanmu, Ho-Kun.",Romance
"Blue Romance Bang, Bang, Boom","Suatu ketika, bosnya memberi semacam keringanan. Kesi diperkenankan membalas surat pembaca dengan cara yang seenak udel gadis itu, dengan syarat Kesi meliput satu gegeran kisah cinta yang tidak biasa, lalu menuliskannya menjadi sebuah artikel yang menarik. Kesi menerima syarat itu dengan senang. Tapi ia tak mengira, selain menulis artikel ia sendiri juga yang mengalami peristiwa tidak biasa tersebut. Pa-nya berselingkuh dengan seorang perempuan pemilik kedai pancake Blue Romance. Kejadian demi kejadian yang tidak disangka-sangka dilakoni Kesi. Mulai dari Ma yang jatuh ambruk, segmen todong menodong senjata ke arah Pa dan selingkuhannya, sampai dengan hiruk-pikuk di kedai pancake Blue Romance yang sulit dikendalikan. Dari kejadian ini, Kesi belajar satu hal, kehidupan cinta dan juga pernikahan itu tersusun dari 25% saling mencintai, 25% saling percaya, 25% saling memahami, dan 25% saling memaafkan.",Romance
Take That,"Kehidupan Kanaya sudah sempurna untuk ukuran wanita lajang abad ini. Pekerjaan mapan. Keluarga menyayanginya. Teman-teman menghargainya karena kegilaan yang sama, slash penggemar dari bosnya yang kadar ketampanannya melebihi Arjuna sang Lanang Sejagat. Ketika suatu hari pria yang sepertinya lebih cocok membintangi iklan Calvin Klein itu melamarnya tanpa tedeng aling-aling, Kanaya merasa bahwa pasti ada yang salah di kepala seksi Sang Bos. Lamaran langsung tanpa saling mengenal hanya ada di drama FTV favorit sang mama, bukannya kenyataan. Namun ketika sisi lain Arvind mulai muncul, Kanaya bertekad untuk membuat pria itu membatalkan keinginannya yang jelas tidak masuk di akal. Apalagi jika hal itu dikarenakan hubungan satu malam yang pernah terjadi tiga tahun yang lalu.",Romance
Prince Blue Safir,"Prince Blue Safir mengisahkan tentang seorang pemuda yang kembali dari California setelah sepuluh tahun menimba ilmu. Ia membuktikan bahwa, waktu bisa mengubah segalanya, termasuk sifat. Ia yang saat kecil dikenal dengan kebaikan dan kelembutannya, kini kembali dengan keangkuhan dan kesombongan. Menjadi pengusaha kerajaan bisnis di usia muda, membuat pemuda berparas rupawan itu menjadi sangat dingin dan semaunya sendiri. Safir tidak dengan siapapun kecuali Alfa, sahabatnya sejak kecil sekaligus rekan bisnisnya. Hanya bersama Alfa, ia bisa tertawa dan bersikap konyol. Hingga suatu ketika, takdir mempertemukannya dengan Chaty, putri mantan rekan bisnis ayahnya yang bangkrut. Kisah pertemuan dengan Chaty berlanjut hingga percintaan yang dramatis. Tanpa diduga nyawa Chaty berakhir di tangan Alfa, lalu kemudian muncul sosok Aleya yang dianggap sangat mirip dengan Chaty. Siapakah sebenarnya Aleya? Mampukah takdir mengungkap kejahatan keji yang dilakukan oleh Alfa?",Romance
Under The New York Sky,"Harriett Lane, pada ulang tahunnya yang ke 35 dan masih lajang, punya alternatif kehidupan baru: menjadi lajang selamanya. Setelah hubungan cinta dengan Aidan berakhir, kehidupan lajang selamanya nampaknya bukanlah pilihan yang buruk. Tapi kemudian datang Liam, seorang pria yang tidak pernah mencintai siapapun dalam hidupnya. Dalam pernikahannya dengan Harriett, Liam masih meragukan perasaannya untuk gadis itu. Dia bertekad untuk mencari cinta pertamanya. Pernikahan mereka diuji ketika Liam pergi ke Jakarta dan bertemu Gabby, seorang wanita muda cantik yang memuja Liam. Akankah Liam berhasil memastikan perasaannya untuk Harriett? Apakah cinta pertama Liam benar-benar Harriett? Bisakah Harriett membuat koneksi kembali merajut kain dunia, yang indah seperti sebelum semuanya berantakan?",Romance
The sweetest Memories,"Ada banyak cinta yang datang menghampiri Dara dengan setumpuk cerita yang tersusun menjadi sebuah kenangan yang takkan pernah terlupa walau waktu terasa tak tersisa. Ada cinta yang terungkap dengan cepat membuat hati tak bisa untuk menerima namun dia tetap mengikhlaskan karena cinta tak dapat dipaksakan. Ada cinta yang mengagumi lebih dari sekadar perasa sehingga ingin diterima dengan cara pemaksaan namun pada akhirnya cara itu yang akan membuat dirinya terluka. Ada cinta yang diam-diam menyimpannya dalam doa yang disimpan dalam waktu yang sangat lama, tak meminta balasan asal terus berada di sampingnya bersama. Dan yang terlebih sakit ada cinta yang sulit mengungkap tapi raga selalu siap menjaga dengan penuh rasa walau pada akhirnya, yang di hadirkan hanya luka. Tapi ada satu cinta yang selalu ada dan tak akan pernah hilang ditelan waktu, yaitu cinta keluarga, membuatnya tersadar bahwa cinta ini adalah cinta pertama dan terakhirnya.",Romance
The Open Door,"Nadia merasa, setiap pintu jawatan yang ia ketuk telah tertutup rapat. Perempuan yang pernah menjadi primadona sekolah itu tidak memiliki banyak pilihan ketika tabungannya semakin menipis tanpa pekerjaan. Tuntutan hidup membuatnya terpaksa menerima tawaran pekerjaan yang ditawarkan sahabatnya. Dia tidak pernah mengira, pintu yang dia masuki justru membawa takdirnya ke arah berbeda dari yang pernah ia bayangkan. Kesempatan di masa depan telah terbuka. kemunculan Revian, si playboy menyebalkan yang menjadi bosnya, menambah pelik hidup. Lelaki itu diam-diam mendekati hanya demi melihatnya terluka, melampiaskan dendam masa lalu padanya. Akankah pintu masa lalu terbuka untuk sebuah kesempatan? Sedangkan Nadia memiliki prinsip bahwa kesalahan tak selalu layak diberi kesempatan kedua.",Romance
Titik Temu,"Sebuah kisah cinta yang menggetarkan, menyatukan dua manusia yang berbeda kebangsaan dan agama. Kemerdekaan Republik Indonesia memberikan harapan baru bagi kebanyakan orang, tetapi tidak bagi Katheljin Sophie, putri keluarga kaya berkebangsaan Belanda. Peristiwa itu justru membuatnya terjebak dalam kondisi sulit. Ancaman pengambilalihan asset milik keluarganya dan dipulangkan ke negeri Belanda mengintai di depan mata. Sedangkan ibunya, satu-satunya keluarga yang tersisa meninggal mendadak dalam sebuah kecelakaan.Pilihan bertahan di Indonesia membuatnya harus bersiasat, yakni menikah dengan dokter Andjana Ranggawangsa, seorang pribumi yang 20 tahun lebih tua darinya, berhutang budi kepada keluarganya, dan sedang membutuhkan bantuan untuk membangun klinik. Novel ini mengajak Anda menyelami makna kehidupan secara lebih mendalam, bahwa memang ada keinginan-keinginan yang tidak tergapai, serta menggiring ke dalam keadaan yang kita hindari. Meski demikian, keputusan perlu diambil dan dijalani dengan keteguhan hati.",Romance
Izmi & Lila,"Bak gemerlap bintang di langit, meski jauh dan tinggi berada, namun tak pernah bosan menghiasi langit serta mewarnai malam, itulah persahabatan sejati. Sebuah potret dramatis tentang para pelajar muda Indonesia yang berjuang untuk tetap survive di negeri asing dipaparkan dengan sangat menyentuh dalam novel ini. Terlebih saat kenaikan angka kurs dolar makin meroket dan pemerintah setempat melarang mereka bekerja secara legal. Mereka, mau tidak mau, terpaksa harus berusaha keras guna dapat meneruskan pendidikan sampai tuntas. Tak terkecuali dalam novel ini, tokoh Lila dan Izmi yang dipertemukan di Negara Singapura saat keduanya mengalami nasib tragis; terlempar dari tempat menuntut ilmunya, pun dari tempat kerja mereka. Hingga, keduanya bersahabat dan tinggal dalam satu flat bersama. Lantas, apa yang terjadi kemudian saat Lila dan Izmi yang telah berkarib demikian kental ditakdirkan berpisah kembali? Tentu saja, dengan liku-liku hidup yang masing-masing berbeda, mereka terus belajar untuk pantang menyerah melawan ganasnya dunia.Berhasilkah? Jawabannya: bacalah novel cerdas dan penuh inspirasi ini! Di samping menggetarkan, sebuah kesadaran akan semangat hidup dan pentingnya sebuah persahabatan tergambar dalam petualangan dua sosok wanita muda: Lila dan Izmi! Meski belum lama akrab dengan Izmi, namun rasanya Lila sudah mengenal Izmi bertahun-tahun. Lila yakin, ketulusan Izmi yang tak dibuat-buat itulah penyebabnya. Penyebab yang membuat Lila merasa berat jika harus berpisah dengan Izmi.",Romance
Cinta Dalam Keabadian,"Aku tak pernah memintamu menjadi sempurna. Aku pun tak meminta aku dilahirkan sempurna. Namun, cinta selalu meminta kesempurnaan, sesuatu yang mungkin tak bisa aku wujudkan untukmu. Ketika mereka bisa saling menggenggam jemari, saling berjalan tanpa rasa khawatir, mungkin aku tak sepenuhnya lakukan itu untukmu. Cinta ini adalah cinta yang penuh rahasia. Cinta yang lahir dari kesungguhan hati, meski aku bukan manusia seutuhnya. Inilah duniaku yang mungkin kau anggap dongeng, sesuatu yang kau sendiri tak pernah meyakininya ada. Cinta tulus yang terpenjara wujud tak sempurna. Apapun makna yang coba kita cari, sesungguhnya kebersamaan kitalah yang menyempurnakan cinta itu sendiri.",Romance
Love And The City,"Dia ada di dekatmu. Di antara antrean masuk menuju commuter. Pada ruang-ruang kelas dan di sela-sela waktu kerja. Sesekali, dia bersembunyi dalam cangkir kopi dan setoples cookies. Kamu mungkin tidak bisa melihatnya, namun bisa merasakannya. Hangat. Oase yang kamu datangi setelah hari melelahkan dan rapat-rapat panjang. Kamu mencari dan menanti. Atau mungkin cinta itu sudah kamu mikili tanpa kamu sadari.Dua belas cerita tentang harapan dan impian. Di kota yang tak henti bergerak, dia menyeruak. Selalu punya ruang sendiri untuk memberi rasa, duka maupun bahagia. Dia adalah cinta.",Romance
Permintaan Hati,"Cinta memang tak selamanya indah. Akan ada saatnya badai yang datang menerjang cinta itu sendri. Bagi Revie cintanya pada Evan bak batu karang di pantai, yang tak pernah goyah meski dterpa badai. Dan ketika badai itu datang menerjang cinta mereka. Revie berjanji tidak akan meninggalkan Evan. Begitu pun Evan, dia akan terus menjaga Revie dan berusaha membahagiakannya Bahkan mereka punya mimpi untuk bisa pergi ke Seoul berdua, dan tinggal di sana dan menikmati snow rain di sana Namun, perjalanan cinta tentu tidak semudah yang terucap. Cinta selalu datang dengan rahasia-rahasianya. Cinta juga sering kali menghadirkan kejutan-kejutan yang tak terduga. Dan cinta juga membutuhkan ketegasan dalam bersikap.",Romance
Antologi Cinta [Hanya Cinta yang Menguatkan Kita],"Aku mendengar langkah kakinya menuju kamar mandi. Lalu, insting perempuanku meliar. Aku menggeledah isi tasnya dengan degup jantung yang bergemuruh. Tanganku gemetar dan berkeringat. Di dalam tasnya, hanya ada kertas-kertas pekerjaan yang biasa ia bawa dan dompet dengan isi beberapa lembar uang dan kartu-kartu. Namun, saat aku menarik tanganku untuk keluar dari tas itu, kelingkingku menyentuh sesuatu. Napasku sejenak berhenti. Sebuah kotak dengan permukaan halus khas beludru. Aku menggenggamnya dengan gemetar dan mengeluarkan kotak itu. Jantungku melorot. Karena, di dalam kotak itu ada dua cincin. Emas",Romance
Zunaira: Elegi yang Menakjubkan tentang Cinta dan Perjuangan,"Sejak Taliban berkuasa di Kabul, kehidupan Muhsin dan isterinya yang jelita, Zunaira, perlahan-lahan hancur. Cita-cita Muhsin untuk menjadi seorang diplomat telah diberangus. Zunaira bahkan tidak lagi boleh menampakkan diri di jalan-jalan Kabul tanpa mengenakan burqa. Atiq adalah sipir penjara yang bertugas menjaga para narapidana perempuan yang telah divonis mati; gelapnya ruang penjara dan pekerjaannya yang menyedihkan telah merasuk ke dalam jiwanya. Musarrat, istri Atiq, mengidap penyakit yang tak tersembuhkan. Lewat alur kematian, hukuman penjara dan pengorbanan diri yang luar biasa, perjalanan hidup keempat orang ini menjadi peristiwa kebetulan yang sangat mirip dan berhubungan. Burung Camar dari Kabul adalah sebuah novel elegi yang menakjubkan tentang perjuangan empat orang anak manusia dalam mempertahankan kemanusiaan mereka di suatu tempat di mana kesenangan dianggap sebagai dosa yang mematikan.",Romance
Selamat Tinggal Kenangan Manis ,"Semua orang pernah merasakan cinta dan lukanya dengan sekian banyak kenangan manisnya.Tak sedikit yang patah hati lalu menganggap cinta adalah kematian baginya, namun juga banyak yang menemukan kehidupan baru yang lebih baik saat dia sadar lukanya menjadi beban yang akan merugikan. Orang-orang cerdas akan menyikapi seluruh kenangan cintanya dengan tegas. Mengenang manisnya, lalu membuang pahitnya saat dia merasakan kegetiran kala mengingatnya. Cinta bukanlah kematian, namun ialah kehidupan!",Romance
"Love You, Kkoma","Ada yang bilang seperti ini: ""Membuat orang yang tidak kita kenal menjadi orang yang kita cintai itu mudah, tetapi membuat orang yang kita cintai menjadi orang yang tidak kita kenal itu seribu kali lebih sulit....""Saat ini umurku sembilan belas tahun. Aku berusia enam tahun saat mengenal Kkoma. Cintaku sudah berjalan selama lebih dari sepuluh tahun. Kenapa Kkoma tidak mengerti? Hanya di depan Kkoma aku bisa tampil ceria dan banyak bicara.... Ya, meskipun aku juga salah....Mempermainkan Kkoma adalah kesenangan bagiku. Setiap aku mengejeknya, wajah yang putih itu akan memerah. Dia pun akan bicara sendiri, mengucapkan sesuatu yang tidak bisa dimengerti orang lain. Hahaha. Anak yang lucu. I love you, Kkoma.",Romance
Kenangan Terindah,"Tiga tahun telah berlalu, namun semua yang ada masih terjaga dengan sempuma dan apa yang ada di hati masih tetap utuh. Udyana Firdausi membiarkan dirinya melangkah pada taman SMA. Menemukan dirinya tersenyum pada kenangan. Hanya satu harapannya, bertemu kembali dengan Angkasa pada acara reuni SMA kali ini untuk janjinya yang akan menanti Angkasa datang. Angkasa pun masih menyimpan segala hal tentangnya. la ingin menunjukkan bahwa rasa itu tidak pemah berkurang sekalipun jarak terbentang, Angkasa dan perasaannya masih ada.",Romance
Kau Bisa Mencintaiku,"Cinta selalu hidup dari dua kepingan hati lalu menjelma menajdi satu kasih yang abadi. Cinta memang diciptakan untuk dikejar dan diperjuangkan. Bukan untuk dibiarkan menjadi sia-sia. Cinta membutuhkan pengorbanan. Cinta membutuhkan sebuah aksi nyata untuk merebut dan mempertahankannya agar ia tetap berada di hati. Cinta memang bisa membuat kita melakukan banyak hal yang bahkan bertentangan dengan kepribadian kita. Cinta seringkali membuat kita buta dan tak bisa membedakan apakah sama dengan memperjuangkan cinta jika kita melakukan sesuatu yang melanggar prinsip hidup kita. Ketika cinta berlawanan arah dengan hati nurani, apakah masih perlu mempertahankannya. Dan ini adalah kisah cinta dua anak manusia yang terus berjuang untuk meyakinkan hati bahwa apa yang dlakukan adalah semata-mata demi sebuah cinta yang hakiki.",Romance
Distraksi Patah Hati,"Perjalanan Menemukan Cinta Yang Tidak Membawa Luka. Awalnya, aku mengira dia adalah wujud dari doa-doaku bertahun-tahun lalu. Doa yang pernah aku panjatkan agar segera dipertemukan dengan seseorang yang akan melengkapi separuh agama dan menjadi pengobat luka-luka yang pernah tercipta. Namun, bukankah berharap sepenuhnya pada manusia memang hanya akan mendapat kecewa? Ya, bukan dia yang dijanjikan-Nya. Lalu, bagaimana melanjutkan perjalanan dengan hati yang terasa hampa? Dengan hati yang terasa kebas sebelah? Aku juga berkali-kali mencoba mencari jawaban itu semua. Berkali-kali gagal, berkali-kali merasa menjadi pecundang. Pada akhirnya, semua yang hadir akan pergi. Begitu pula, rasa yang memenuhi hati. Betapapun kecewanya, betapapun lukanya, aku percaya janji Allah itu nyata adanya. Saatnya yakin, saatnya percaya, cinta yang tidak membawa luka itu, benar-benar ada.",Romance
DAISY MILLER,"Dalam karya paling populer dari James ini, dia menciptakan tokoh perempuan yang paling menyenangkan -jujur, segar, terbuka, menggoda dan menempatkan dia ke tengah lingkungan masyarakat yang melihatnya penuh ketakutan. Dalam hawa melumpuhkan semangat di penginapan liburan Eropa yang mewah, orang-orang Amerika tetap melekat pada cara dan tradisi lama mereka. Daisy Miller, dengan kejujurannya dan ketulusan pikirannya, menjadi kutukan bagi mereka. Bahkan bagi Winterbourne, pelajar muda Amerika yang dikenalnya di pinggiran Telaga Jenewa, gadis ini tampak tak berpendidikan dan meskipun tertawan olehnya, pemuda ini merasa Daisy sedikit terlalu jauh mendahului tata krama masyarakat. Ketulusan Daisy yang memikat dan hati Winterbourne yang tidak tegas, membentuk inti cerita mahakarya ini banyak dicintai",Romance
Cinta Suci Adinda,"Adinda ditangkap polisi? Siapa yang bisa percaya kabar itu? Adinda perawat lugu dan berhati selembut sutera. Tak mungkin dia terlibat dalam kriminalitas. Apalagi, tuduhan yang dilayangkan padanya sungguh tak masuk akal: menculik Brata Kusuma, sang penderita skizofrenia yang tak lain adalah mantan majikannya. Pria itu bagai mutiara bagi Adinda, selalu dirawat dan dijaga. Irham, dokter jiwa ternama itu menyaksikan dengan mata kepala sendiri, betapa besar pengorbanan Adinda untuk Brata Kusuma. Rasanya mustahil dia menjadi aktor di balik penculikan Brata Kusuma. Irham memang tak percaya gadis selugu Adinda terlibat kasus pelanggaran hukum, namun di saat bersamaan, Irham mendapati hubungan yang janggal antara Adinda dan Brata Kusuma. Ya, sebuah interaksi aneh. Tak lagi sekadar hubungan pasien dan perawatnya. Dokter Irhamudin Prasetya semakin terbebat ketidakmengertian. Bukan sekadar karena kelit kelindan kehidupan yang kian sulit dicerna, namun juga dirinya yang akhirnya menyadari, bahwa daya tarik Adinda telah membuatnya pria terhormat seperti dirinya, justru jatuh pada gadis sederhana yang jauh dari standar idealnya. Cinta Suci Adinda merupakan novel yang bertutur tentang loyalitas, totalitas dan kesederhanaan yang menawan dari seorang perawat bernama Adinda. Selain Cinta Suci Adinda, sebuah novelet cantik berjudul Oikos pun dipersembahkan Afifah Afra dalam buku ini. Sebuan novelet dengan latar belakang peristiwa kebakaran hutan di Sumatera beberapa waktu silam.",Romance
Jika Benar Cinta,"Saat Cinta Menyisakan Trauma. Bila melupakan masa lalu semudah membalikkan telapak tanganmu, bantu aku melakukan itu. Sayangnya masa lalu adalah perjalanan yang menuju kita membawa masa depan. Mau tidak mau kadang kala kita harus menoleh ke belakang. Bukan menghindari atau menyesali. Tetapi yang kita butuh adalah merelakannya dan berusaha memaafkan. Kamu meninggalkan aku tanpa alasan, apakah sejujurnya cinta yang kau punya tulus adanya? Jika benar cinta, kenapa harus mencampakkan. Kalau benar sayang, mengapa harus membuang perasaan?. Aku terjatuh, jatuh tanpa bisa bangun. Aku tersesat dan salah jalan. Dengan sebuah ketulusannya, aku dituntun pulang setelah segalanya pulih dengan tenang, kau datang, dan aku bimbang. Siapakah yang harus kupilih, dia yang sekarang atau kamu yang pernah membawa separuh hatiku terbang?",Romance
Cinta Dalam Recycle Bin,"Bagi Eira, cinta bisa sangat menyakitka. Itulah yang dirasakan cewek itu ketika harus memutuskan cintanya pada Samudra. Namun, bukan hanya kehidupan cinta Eira yang berada di tengah badai. Hidupnya juga mulai nggak karuan. Setelah berbagai krisis melanda dirinya, keluarganya kini dibantai habis di media massa. Hari-hari Eira pun berlanjut hingga datang cina yang sudah didaur ulang untuk Eira. Apa daya, Eira dan Samudra bertemu kembali. Meski masih mencintai Samudra, Eira berusaha membuang jauh-jauh perasaannya. Tidak mudah dilakukan karena pesina Samudra masih begitu menggoda. Penasaran dengan apa yang terjadi pada cinta dan hidup Eira dan Samudra? Memang cinta itu sulit untuk dilupakan..",Romance
Bait Rasa,"Kesunyian begitu tenang melenyapkan kesepian yang tak berujung. Menjalani romansa cinta dengan penuh kebahagiaan yang tak bertepi, seperti malam yang selalu memeluk bulan, laksana siang yang selalu bersandar pada matahari dan senyum semesta yang menciptakan hari-hari indah dengan warna yang sempurna.Jika kelak ada jarakyang menciptakan ruang rindu, biarkan rasa ini tertinggal. Biarkan jalinan kasih ini seperti sebuah nama tanpa hakikat, untuk memetik cinta dari C-l-N-T-A. Mencintai adalah jiwaku, yang tertuang dalam serpihan rindu, yang senantiasa hidup dalam hariku.",Romance
Loving The Pain,"Setelah banyak yang ia lewati, Risa akhirnya memutuskan untuk meninggalkan Javier. Meninggalkan semuanya. Risa memilih pergi bukan karena itu keputusan terbaik. Tapi karena hanya itu pilihan yang tersisa. Maka tidak ada jalan selain melepaskan Javier. Memulai hidup baru dengan harta berharga yang Vier berikan untuknya. Lalu di sanalah, di tempat di mana tidak seorangpun mengenalnya, Risa membangun kembali kepercayaan dirinya. Namun di sisi lain, Javier sadar. Bahwa ada satu hal yang belum ia katakan kepada Risa. Dan bagaimanapun dia harus mengatakannya pada wanita itu. Just hate me as much as you want. Cause I was wrong. Javier Cana Gomez.""Ketika wanita mengatakan mereka menyerah dan pergi, menurutku bukan karena kesabaran mereka habis. Tapi lebih kepada mereka sadar, bahwa mungkin bahagia itu tidak di sana. Tidak dengan apa yang telah mereka perjuangkan selama ini. mengikhlaskan apa yang tidak bisa diraih adalah kesabaran yang sesungguhnya. Ada banyak cara untuk menunjukkan kesabaran. Bertahan itu kesabaran. Pergi juga kesabaran. Tergantung pilihan kita. Tapi ingatlah. Sebelum memutuskan pilihan, bertahan atau pergi, katakan lebih dulu pada dirimu. Yakinkan dirimu sendiri, bahwa kau tidak akan memaksakan diri untuk pilihan itu. Karena tidak ada paksaan dalam kebahagiaan."" Risa Kirana",Romance
